asset_id,file,rows_daily,rows_monthly,date_min,date_max
CADE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CADE_combined.csv,10114,444,1985-10-16 00:00:00,2025-12-05 00:00:00
CAE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAE_combined.csv,5879,282,2002-07-29 00:00:00,2025-12-05 00:00:00
CAG,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAG_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CAH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAH_combined.csv,10670,444,1983-08-04 00:00:00,2025-12-05 00:00:00
CAI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAI_combined.csv,119,7,2025-06-18 00:00:00,2025-12-05 00:00:00
CAKE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAKE_combined.csv,8363,400,1992-09-18 00:00:00,2025-12-05 00:00:00
CALM,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CALM_combined.csv,7292,349,1996-12-12 00:00:00,2025-12-05 00:00:00
CALX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CALX_combined.csv,3952,190,2010-03-24 00:00:00,2025-12-05 00:00:00
CAMT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAMT_combined.csv,6378,306,2000-07-28 00:00:00,2025-12-05 00:00:00
CAPR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAPR_combined.csv,4735,227,2007-02-13 00:00:00,2025-12-05 00:00:00
CAR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAR_combined.csv,10642,444,1983-09-14 00:00:00,2025-12-05 00:00:00
CARG,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CARG_combined.csv,2049,99,2017-10-12 00:00:00,2025-12-05 00:00:00
CARR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CARR_combined.csv,1438,70,2020-03-19 00:00:00,2025-12-05 00:00:00
CART,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CART_combined.csv,557,28,2023-09-19 00:00:00,2025-12-05 00:00:00
CASH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CASH_combined.csv,8110,388,1993-09-20 00:00:00,2025-12-05 00:00:00
CASY,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CASY_combined.csv,10616,444,1983-10-20 00:00:00,2025-12-05 00:00:00
CAT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAT_combined.csv,14104,444,1970-01-02 00:00:00,2025-12-05 00:00:00
CATY,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CATY_combined.csv,8808,421,1990-12-14 00:00:00,2025-12-05 00:00:00
CAVA,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CAVA_combined.csv,622,31,2023-06-15 00:00:00,2025-12-05 00:00:00
CB,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CB_combined.csv,8233,394,1993-03-25 00:00:00,2025-12-05 00:00:00
CBC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CBC_combined.csv,10,2,2025-11-21 00:00:00,2025-12-05 00:00:00
CBL,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CBL_combined.csv,1028,50,2021-11-02 00:00:00,2025-12-05 00:00:00
CBRE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CBRE_combined.csv,5408,259,2004-06-10 00:00:00,2025-12-05 00:00:00
CBSH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CBSH_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CBT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CBT_combined.csv,11364,444,1980-11-05 00:00:00,2025-12-05 00:00:00
CBU,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CBU_combined.csv,10085,444,1985-11-26 00:00:00,2025-12-05 00:00:00
CBZ,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CBZ_combined.csv,7705,369,1995-04-27 00:00:00,2025-12-05 00:00:00
CC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CC_combined.csv,2633,127,2015-06-19 00:00:00,2025-12-05 00:00:00
CCB,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCB_combined.csv,1857,90,2018-07-19 00:00:00,2025-12-05 00:00:00
CCC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCC_combined.csv,1300,63,2020-10-05 00:00:00,2025-12-05 00:00:00
CCEC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCEC_combined.csv,4703,226,2007-03-30 00:00:00,2025-12-05 00:00:00
CCEP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCEP_combined.csv,9834,444,1986-11-24 00:00:00,2025-12-05 00:00:00
CCI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCI_combined.csv,6869,329,1998-08-18 00:00:00,2025-12-05 00:00:00
CCJ,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCJ_combined.csv,7482,358,1996-03-14 00:00:00,2025-12-05 00:00:00
CCK,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCK_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CCL,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCL_combined.csv,9667,444,1987-07-24 00:00:00,2025-12-05 00:00:00
CCS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCS_combined.csv,2886,139,2014-06-18 00:00:00,2025-12-05 00:00:00
CCU,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CCU_combined.csv,8359,400,1992-09-24 00:00:00,2025-12-05 00:00:00
CDE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CDE_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CDLR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CDLR_combined.csv,493,25,2023-12-19 00:00:00,2025-12-05 00:00:00
CDNS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CDNS_combined.csv,9698,444,1987-06-10 00:00:00,2025-12-05 00:00:00
CDP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CDP_combined.csv,8545,409,1991-12-31 00:00:00,2025-12-05 00:00:00
CDRE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CDRE_combined.csv,1026,50,2021-11-04 00:00:00,2025-12-05 00:00:00
CDTX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CDTX_combined.csv,2679,129,2015-04-15 00:00:00,2025-12-05 00:00:00
CDW,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CDW_combined.csv,3131,151,2013-06-27 00:00:00,2025-12-05 00:00:00
CE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CE_combined.csv,5253,252,2005-01-21 00:00:00,2025-12-05 00:00:00
CECO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CECO_combined.csv,11346,444,1980-12-02 00:00:00,2025-12-05 00:00:00
CEG,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CEG_combined.csv,975,48,2022-01-19 00:00:00,2025-12-05 00:00:00
CELC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CELC_combined.csv,2065,100,2017-09-20 00:00:00,2025-12-05 00:00:00
CELH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CELH_combined.csv,4751,228,2007-01-22 00:00:00,2025-12-05 00:00:00
CENT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CENT_combined.csv,8409,402,1992-07-15 00:00:00,2025-12-05 00:00:00
CENTA,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CENTA_combined.csv,4740,227,2007-02-06 00:00:00,2025-12-05 00:00:00
CENX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CENX_combined.csv,7471,358,1996-03-29 00:00:00,2025-12-05 00:00:00
CEPU,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CEPU_combined.csv,1972,95,2018-02-02 00:00:00,2025-12-05 00:00:00
CERT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CERT_combined.csv,1252,61,2020-12-11 00:00:00,2025-12-05 00:00:00
CF,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CF_combined.csv,5113,245,2005-08-11 00:00:00,2025-12-05 00:00:00
CFG,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CFG_combined.csv,2818,136,2014-09-24 00:00:00,2025-12-05 00:00:00
CFLT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CFLT_combined.csv,1119,55,2021-06-24 00:00:00,2025-12-05 00:00:00
CFR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CFR_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CG,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CG_combined.csv,3419,164,2012-05-03 00:00:00,2025-12-05 00:00:00
CGAU,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CGAU_combined.csv,4392,211,2008-06-24 00:00:00,2025-12-05 00:00:00
CGNX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CGNX_combined.csv,9164,438,1989-07-20 00:00:00,2025-12-05 00:00:00
CGON,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CGON_combined.csv,469,24,2024-01-25 00:00:00,2025-12-05 00:00:00
CHA,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHA_combined.csv,161,9,2025-04-17 00:00:00,2025-12-05 00:00:00
CHCO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHCO_combined.csv,9686,444,1987-06-26 00:00:00,2025-12-05 00:00:00
CHD,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHD_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CHDN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHDN_combined.csv,8231,394,1993-03-29 00:00:00,2025-12-05 00:00:00
CHE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHE_combined.csv,13262,444,1973-05-03 00:00:00,2025-12-05 00:00:00
CHEF,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHEF_combined.csv,3612,174,2011-07-28 00:00:00,2025-12-05 00:00:00
CHH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHH_combined.csv,7332,351,1996-10-16 00:00:00,2025-12-05 00:00:00
CHKP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHKP_combined.csv,7408,355,1996-06-28 00:00:00,2025-12-05 00:00:00
CHRD,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHRD_combined.csv,3893,187,2010-06-17 00:00:00,2025-12-05 00:00:00
CHRW,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHRW_combined.csv,7079,339,1997-10-16 00:00:00,2025-12-05 00:00:00
CHT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHT_combined.csv,5634,270,2003-07-18 00:00:00,2025-12-05 00:00:00
CHTR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHTR_combined.csv,4006,192,2010-01-05 00:00:00,2025-12-05 00:00:00
CHWY,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHWY_combined.csv,1630,79,2019-06-14 00:00:00,2025-12-05 00:00:00
CHYM,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CHYM_combined.csv,123,7,2025-06-12 00:00:00,2025-12-05 00:00:00
CI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CI_combined.csv,11011,444,1982-03-31 00:00:00,2025-12-05 00:00:00
CIB,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CIB_combined.csv,7643,366,1995-07-26 00:00:00,2025-12-05 00:00:00
CIEN,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CIEN_combined.csv,7253,347,1997-02-07 00:00:00,2025-12-05 00:00:00
CIFR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CIFR_combined.csv,1289,63,2020-10-20 00:00:00,2025-12-05 00:00:00
CIG,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CIG_combined.csv,7309,350,1996-11-18 00:00:00,2025-12-05 00:00:00
CIGI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CIGI_combined.csv,7772,372,1995-01-20 00:00:00,2025-12-05 00:00:00
CIM,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CIM_combined.csv,4534,218,2007-11-29 00:00:00,2025-12-05 00:00:00
CINF,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CINF_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CIVI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CIVI_combined.csv,3514,169,2011-12-15 00:00:00,2025-12-05 00:00:00
CL,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CL_combined.csv,13263,444,1973-05-02 00:00:00,2025-12-05 00:00:00
CLBK,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLBK_combined.csv,1918,93,2018-04-23 00:00:00,2025-12-05 00:00:00
CLBT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLBT_combined.csv,1276,62,2020-11-06 00:00:00,2025-12-05 00:00:00
CLDX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLDX_combined.csv,9968,444,1986-05-15 00:00:00,2025-12-05 00:00:00
CLF,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLF_combined.csv,13312,444,1973-02-21 00:00:00,2025-12-05 00:00:00
CLH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLH_combined.csv,9581,444,1987-11-24 00:00:00,2025-12-05 00:00:00
CLMT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLMT_combined.csv,4998,240,2006-01-26 00:00:00,2025-12-05 00:00:00
CLOV,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLOV_combined.csv,1379,67,2020-06-12 00:00:00,2025-12-05 00:00:00
CLS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLS_combined.csv,6903,331,1998-06-30 00:00:00,2025-12-05 00:00:00
CLSK,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLSK_combined.csv,2276,110,2016-11-16 00:00:00,2025-12-05 00:00:00
CLVT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLVT_combined.csv,1786,87,2018-10-29 00:00:00,2025-12-05 00:00:00
CLX,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CLX_combined.csv,13312,444,1973-02-21 00:00:00,2025-12-05 00:00:00
CM,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CM_combined.csv,7059,338,1997-11-13 00:00:00,2025-12-05 00:00:00
CMA,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMA_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CMBT,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMBT_combined.csv,2734,132,2015-01-26 00:00:00,2025-12-05 00:00:00
CMC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMC_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CMCSA,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMCSA_combined.csv,11526,444,1980-03-17 00:00:00,2025-12-05 00:00:00
CME,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CME_combined.csv,5787,277,2002-12-06 00:00:00,2025-12-05 00:00:00
CMG,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMG_combined.csv,4998,240,2006-01-26 00:00:00,2025-12-05 00:00:00
CMI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMI_combined.csv,13312,444,1973-02-21 00:00:00,2025-12-05 00:00:00
CMPO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMPO_combined.csv,1267,62,2020-11-19 00:00:00,2025-12-05 00:00:00
CMPR,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMPR_combined.csv,5078,244,2005-09-30 00:00:00,2025-12-05 00:00:00
CMRE,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMRE_combined.csv,3795,182,2010-11-04 00:00:00,2025-12-05 00:00:00
CMS,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CMS_combined.csv,13312,444,1973-02-21 00:00:00,2025-12-05 00:00:00
CNA,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNA_combined.csv,13312,444,1973-02-21 00:00:00,2025-12-05 00:00:00
CNC,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNC_combined.csv,6034,289,2001-12-13 00:00:00,2025-12-05 00:00:00
CNH,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNH_combined.csv,3066,148,2013-09-30 00:00:00,2025-12-05 00:00:00
CNI,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNI_combined.csv,7303,350,1996-11-26 00:00:00,2025-12-05 00:00:00
CNK,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNK_combined.csv,4687,225,2007-04-24 00:00:00,2025-12-05 00:00:00
CNM,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNM_combined.csv,1100,54,2021-07-22 00:00:00,2025-12-05 00:00:00
CNMD,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNMD_combined.csv,9668,444,1987-07-23 00:00:00,2025-12-05 00:00:00
CNO,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNO_combined.csv,5597,268,2003-09-10 00:00:00,2025-12-05 00:00:00
CNOB,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNOB_combined.csv,7974,381,1994-04-04 00:00:00,2025-12-05 00:00:00
CNP,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNP_combined.csv,14104,444,1970-01-02 00:00:00,2025-12-05 00:00:00
CNQ,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\CNQ_combined.csv,6377,306,2000-07-31 00:00:00,2025-12-05 00:00:00
