decile,target_value_spread_fwd_1m,date
2,-0.008526688939906053,1994-08-01
3,-0.005534523853181974,1994-08-01
4,-0.0010734694907199162,1994-08-01
5,-0.0022844154049417235,1994-08-01
6,0.007938347385456365,1994-08-01
7,0.029225173820734963,1994-08-01
8,0.005385368066807904,1994-08-01
9,0.018899274968150272,1994-08-01
10,0.03656372532130613,1994-08-01
1,-0.026461642841746878,1994-09-01
2,-0.005994531867041028,1994-09-01
3,-0.003455782007833482,1994-09-01
4,0.010437351874833033,1994-09-01
5,0.004999828089286981,1994-09-01
6,0.1224068408064788,1994-09-01
7,0.005929885477624431,1994-09-01
8,0.006078886192733175,1994-09-01
9,0.02149252973853898,1994-09-01
10,0.0540079298561022,1994-09-01
1,0.008254929848947896,1994-10-01
2,0.006494267915049587,1994-10-01
3,-0.0009038436360274471,1994-10-01
4,0.003181040781583184,1994-10-01
5,0.007354957409447194,1994-10-01
6,-0.00043051598006404416,1994-10-01
7,-0.002752400079161452,1994-10-01
8,0.010471007704795693,1994-10-01
9,0.009780449765553778,1994-10-01
10,-0.0010665460671736675,1994-10-01
1,-0.005343017630648867,1994-11-01
2,-0.03225922652965734,1994-11-01
3,-0.009240382358636492,1994-11-01
4,-0.0003424066427183093,1994-11-01
5,0.0053489490122143836,1994-11-01
6,0.0011001890731111405,1994-11-01
7,0.021253455981348247,1994-11-01
8,-0.0012878586042832177,1994-11-01
9,0.01766593431706577,1994-11-01
10,0.035152350657344206,1994-11-01
1,0.026042175825884233,1994-12-01
2,0.014667859336702685,1994-12-01
3,0.016920053017525305,1994-12-01
4,0.005025278936867291,1994-12-01
5,-0.0007910484337612636,1994-12-01
6,-0.004584604156115069,1994-12-01
7,0.0348761193813253,1994-12-01
8,-0.00418198802760972,1994-12-01
9,0.01828556408055403,1994-12-01
10,0.019248206929417335,1994-12-01
1,0.006866133934468357,1995-01-01
2,0.005648986871801501,1995-01-01
3,0.014671422524013619,1995-01-01
4,0.0004002231034122557,1995-01-01
5,-0.0026948585499888956,1995-01-01
6,-0.0014843547469312198,1995-01-01
7,0.002816808333436239,1995-01-01
8,0.0009556769491417577,1995-01-01
9,-0.0018383622660315107,1995-01-01
10,0.015349025326492948,1995-01-01
1,0.0033728769996073387,1995-02-01
2,0.021315267025377546,1995-02-01
3,0.0022699817792417847,1995-02-01
4,-0.003298294718460526,1995-02-01
5,0.004288768677256021,1995-02-01
6,0.0015845009539428884,1995-02-01
7,0.0018527805917813922,1995-02-01
8,0.016589211819984833,1995-02-01
9,0.006597055684841127,1995-02-01
10,0.03933407694033089,1995-02-01
1,-0.002592991617601723,1995-03-01
2,-0.010810431111549569,1995-03-01
3,0.007955573929523696,1995-03-01
4,0.010697033427422765,1995-03-01
5,-0.003768466485362015,1995-03-01
6,0.016812508061032176,1995-03-01
7,0.00846475048316644,1995-03-01
8,0.0158587018844675,1995-03-01
9,0.0031452099752879645,1995-03-01
10,0.05508918259275055,1995-03-01
1,-0.002544196018294309,1995-04-01
2,0.06382364410971264,1995-04-01
3,0.008268604699129562,1995-04-01
4,0.009109450808476088,1995-04-01
5,0.00502313902220841,1995-04-01
6,0.018604005762245763,1995-04-01
7,-0.015033362438663803,1995-04-01
8,0.022373430333245077,1995-04-01
9,0.01337305381971417,1995-04-01
10,0.0003621817592314515,1995-04-01
1,-0.004025972260305358,1995-05-01
2,-0.011203776493865187,1995-05-01
3,-0.0033841286868154063,1995-05-01
4,0.002482635566611383,1995-05-01
5,0.0019120082097293831,1995-05-01
6,0.005728609527721126,1995-05-01
7,0.02223238725286426,1995-05-01
8,0.01715997030636324,1995-05-01
9,0.02959687486377306,1995-05-01
10,0.07926725785794814,1995-05-01
1,0.022690298894237612,1995-06-01
2,0.0014834693623535485,1995-06-01
3,-0.001198833136164758,1995-06-01
4,0.008534962170732985,1995-06-01
5,-0.001209793056655314,1995-06-01
6,0.018443826354234496,1995-06-01
7,0.001244920812916694,1995-06-01
8,0.007598300626787926,1995-06-01
9,0.03289475932159658,1995-06-01
10,0.07157448484083978,1995-06-01
1,-0.011156438462735313,1995-07-01
2,0.024536725932826943,1995-07-01
3,0.0056514035462925305,1995-07-01
4,0.014685199333133406,1995-07-01
5,0.007142123417463156,1995-07-01
6,0.011759869908886313,1995-07-01
7,-0.004237121701932209,1995-07-01
8,0.018420467132111706,1995-07-01
9,0.027116871975690484,1995-07-01
10,0.03430222356730028,1995-07-01
1,-0.013915453566799605,1995-08-01
2,-0.013447571283725512,1995-08-01
3,-0.009767840712720178,1995-08-01
4,-0.014476502236041392,1995-08-01
5,-0.006774774204433653,1995-08-01
6,0.005959856535717257,1995-08-01
7,0.00954446364030799,1995-08-01
8,0.006522692152674333,1995-08-01
9,0.0075896205449500626,1995-08-01
10,0.030543960359817223,1995-08-01
1,-0.022899967950654687,1995-09-01
2,0.6482214194951277,1995-09-01
3,0.004742636363867511,1995-09-01
4,-0.010894985573048266,1995-09-01
5,-0.0035544767329816354,1995-09-01
6,0.012638084230108954,1995-09-01
7,-0.008729972705578935,1995-09-01
8,0.01569709608888318,1995-09-01
9,0.001994183887839438,1995-09-01
10,0.008915024392274871,1995-09-01
1,0.02123281436957906,1995-10-01
2,0.019282433243494154,1995-10-01
3,-0.008592900739046892,1995-10-01
4,-0.0062572272330896255,1995-10-01
5,0.020531061824670394,1995-10-01
6,0.013124983175566388,1995-10-01
7,-0.004364050276486452,1995-10-01
8,0.01476090019092535,1995-10-01
9,0.007617414405889516,1995-10-01
10,-0.004441304731928058,1995-10-01
1,-0.011228394388251977,1995-11-01
2,-0.016909183512297105,1995-11-01
3,0.012473619754046613,1995-11-01
4,0.004509202513442186,1995-11-01
5,0.0066651236678022,1995-11-01
6,-0.00044527256003755895,1995-11-01
7,0.01863678608710571,1995-11-01
8,0.0004476905756360711,1995-11-01
9,0.006703866987597419,1995-11-01
10,0.028106131428078773,1995-11-01
1,0.009411924398650512,1995-12-01
2,0.01020570875859404,1995-12-01
3,0.00547093092465108,1995-12-01
4,0.008086969545404542,1995-12-01
5,-0.012534813203084543,1995-12-01
6,0.006672011894719749,1995-12-01
7,0.010530869494862986,1995-12-01
8,-0.002302716118707547,1995-12-01
9,0.030524772466694886,1995-12-01
10,-0.007261680135123583,1995-12-01
1,0.011511632974880807,1996-01-01
2,0.0028774927105146165,1996-01-01
3,0.03090215513064342,1996-01-01
4,0.003476067074980084,1996-01-01
5,0.00994901298903992,1996-01-01
6,0.005329237684584716,1996-01-01
7,0.0014381816582507336,1996-01-01
8,0.005956262791023876,1996-01-01
9,0.025076997352649483,1996-01-01
10,-0.011260480781284391,1996-01-01
1,0.03628961656571238,1996-02-01
2,0.004066320972533927,1996-02-01
3,-0.0026845418620953833,1996-02-01
4,0.005341120860496672,1996-02-01
5,0.0036883360895344783,1996-02-01
6,0.013554741264749884,1996-02-01
7,0.01713183377560586,1996-02-01
8,0.006881876037599076,1996-02-01
9,-0.0008426288279190277,1996-02-01
10,0.03276087232014678,1996-02-01
1,0.06114006979820696,1996-03-01
2,0.030059993518304535,1996-03-01
3,0.01165111245505702,1996-03-01
4,0.03973853530395822,1996-03-01
5,0.013236974743077598,1996-03-01
6,-0.007985879565569329,1996-03-01
7,0.010596845612028135,1996-03-01
8,0.021191210420324014,1996-03-01
9,0.013514473804547072,1996-03-01
10,0.06752644224284801,1996-03-01
1,0.049141738984784585,1996-04-01
2,0.0025958212833115946,1996-04-01
3,-0.010886768834860448,1996-04-01
4,0.03088980718025478,1996-04-01
5,0.014842472571275352,1996-04-01
6,0.008422636084105001,1996-04-01
7,0.004931451887114929,1996-04-01
8,0.012703033372808082,1996-04-01
9,0.02822546771825584,1996-04-01
10,0.05915461916828225,1996-04-01
1,-0.019461912457745076,1996-05-01
2,-0.013282904324260825,1996-05-01
3,-0.008647438934675577,1996-05-01
4,0.0005786473841192457,1996-05-01
5,-0.013504771526295993,1996-05-01
6,0.002115570174926292,1996-05-01
7,-0.0056939918314651795,1996-05-01
8,-0.0007280030962146831,1996-05-01
9,-0.00997934433773507,1996-05-01
10,0.010342321990664545,1996-05-01
1,-0.04028313114918999,1996-06-01
2,0.005256089069908816,1996-06-01
3,-0.004007439143897295,1996-06-01
4,0.00042271323775792973,1996-06-01
5,-0.0035632578117405504,1996-06-01
6,-0.019346232039609165,1996-06-01
7,-0.0077514632836045635,1996-06-01
8,0.021479779117423506,1996-06-01
9,-0.0188226472272708,1996-06-01
10,-0.03356930459963872,1996-06-01
1,0.03338746089612698,1996-07-01
2,0.004504034870713904,1996-07-01
3,0.0013803567728153448,1996-07-01
4,0.013090506998228241,1996-07-01
5,-0.0035910322771999857,1996-07-01
6,-0.0015186223433245624,1996-07-01
7,0.010151112296739685,1996-07-01
8,0.014823529760220546,1996-07-01
9,0.01235991012429148,1996-07-01
10,0.04013362086656033,1996-07-01
1,0.056634912380362896,1996-08-01
2,-0.0048808338250122376,1996-08-01
3,-0.009208833721195932,1996-08-01
4,-0.007455947012461257,1996-08-01
5,0.008034439596752785,1996-08-01
6,-0.0004108028071028195,1996-08-01
7,0.005184410086466388,1996-08-01
8,0.019686893732397518,1996-08-01
9,0.01202743961458457,1996-08-01
10,0.04196363757184702,1996-08-01
1,-0.06311757122855967,1996-09-01
2,-0.014932095475475334,1996-09-01
3,-0.012631249757094346,1996-09-01
4,-0.007292589757066349,1996-09-01
5,-0.00586240036741766,1996-09-01
6,0.002980466539146076,1996-09-01
7,0.018899122590861617,1996-09-01
8,0.01884836132162552,1996-09-01
9,0.023493897988624474,1996-09-01
10,-0.009960978051288805,1996-09-01
1,0.07269083401571359,1996-10-01
2,0.002303781759081966,1996-10-01
3,-0.013240005738196657,1996-10-01
4,-0.001648080131851331,1996-10-01
5,-0.0020218525787295324,1996-10-01
6,0.01222854247272626,1996-10-01
7,0.014688603998556357,1996-10-01
8,-0.0011654142304495763,1996-10-01
9,-0.005411278031739157,1996-10-01
10,0.05256691093525167,1996-10-01
1,-0.019353804563868673,1996-11-01
2,-0.007644731217394643,1996-11-01
3,-0.0012238522086537814,1996-11-01
4,0.008722455725560853,1996-11-01
5,0.0060885997890556985,1996-11-01
6,0.015665156242807236,1996-11-01
7,0.01436160579270419,1996-11-01
8,0.016746578002344317,1996-11-01
9,0.03508495834816169,1996-11-01
10,0.05600652141493632,1996-11-01
1,0.015798296502982367,1996-12-01
2,-0.00833010696670573,1996-12-01
3,-0.003039477010603572,1996-12-01
4,-0.013334759751132907,1996-12-01
5,0.015344069463260779,1996-12-01
6,0.04968738818203099,1996-12-01
7,0.011876809379459908,1996-12-01
8,-0.003706273613288671,1996-12-01
9,0.019398435295164603,1996-12-01
10,0.03277585210274473,1996-12-01
1,-0.016695710318105735,1997-01-01
2,-0.018141606193984593,1997-01-01
3,0.0021772832292837356,1997-01-01
4,0.003561842608646255,1997-01-01
5,-0.01014719764786836,1997-01-01
6,0.0073702799288646705,1997-01-01
7,0.006068646706634915,1997-01-01
8,0.002070476500814747,1997-01-01
9,0.004764816566274034,1997-01-01
10,-0.03308954694084964,1997-01-01
1,-0.028305842560723066,1997-02-01
2,-0.019451810150343606,1997-02-01
3,-0.0017745601199288567,1997-02-01
4,0.005400543404011581,1997-02-01
5,0.001560195077879841,1997-02-01
6,-0.007936661373431221,1997-02-01
7,0.016416906225503333,1997-02-01
8,0.005018448224693769,1997-02-01
9,0.019734138794101762,1997-02-01
10,0.006069563912991688,1997-02-01
1,-0.0049673880846358865,1997-03-01
2,-0.008980477748226901,1997-03-01
3,-0.008682902988370418,1997-03-01
4,-0.0012704206112000788,1997-03-01
5,0.004850369081937495,1997-03-01
6,0.011807590658197207,1997-03-01
7,0.013389215157914726,1997-03-01
8,0.011914999006981824,1997-03-01
9,0.005809254765730024,1997-03-01
10,0.021740391425851997,1997-03-01
1,0.044225152340318555,1997-04-01
2,0.06729986489101446,1997-04-01
3,0.00816381622724651,1997-04-01
4,0.010982119092517636,1997-04-01
5,0.009890806076209947,1997-04-01
6,0.0009674984729436683,1997-04-01
7,-0.0024292891459975117,1997-04-01
8,0.018267151530568976,1997-04-01
9,-0.00395473507671707,1997-04-01
10,0.004211219811129054,1997-04-01
1,-0.038401009372583964,1997-05-01
2,0.014911119665613226,1997-05-01
3,0.01718309023573045,1997-05-01
4,-0.0037141747390938736,1997-05-01
5,-0.0021486799083551343,1997-05-01
6,-0.0033966137084658825,1997-05-01
7,0.00035766512341896186,1997-05-01
8,0.009543985355953875,1997-05-01
9,0.01923843096061341,1997-05-01
10,0.04219955261131297,1997-05-01
1,-0.027135695882872207,1997-06-01
2,-0.017060424131502994,1997-06-01
3,-0.004397554530638492,1997-06-01
4,-0.008098309965230732,1997-06-01
5,0.0035305217463378336,1997-06-01
6,0.0068040159308346,1997-06-01
7,0.008148071260981115,1997-06-01
8,0.021993417708139056,1997-06-01
9,0.020079191627005465,1997-06-01
10,0.06597448386945881,1997-06-01
1,0.04130903685272148,1997-07-01
2,0.03711487595306234,1997-07-01
3,0.004938865963410128,1997-07-01
4,-0.008497002387006987,1997-07-01
5,0.021995833187828173,1997-07-01
6,0.010398049006927639,1997-07-01
7,0.0012254053623188862,1997-07-01
8,-0.0012070894554457132,1997-07-01
9,-0.012232010099627207,1997-07-01
10,0.03570353703936404,1997-07-01
1,0.013943650755929862,1997-08-01
2,0.013877863852607603,1997-08-01
3,0.01568440625464208,1997-08-01
4,0.002406258175003157,1997-08-01
5,-0.002304827329276126,1997-08-01
6,0.006107134103064063,1997-08-01
7,0.0012674176367765211,1997-08-01
8,0.007641723259927409,1997-08-01
9,0.026050749878347358,1997-08-01
10,0.02253218024088417,1997-08-01
1,-0.02708094544746693,1997-09-01
2,-0.016913068705750062,1997-09-01
3,-0.014134861498369523,1997-09-01
4,0.010927360978399076,1997-09-01
5,0.006386355664623946,1997-09-01
6,0.01475769396799483,1997-09-01
7,0.020237228864960773,1997-09-01
8,0.013462918063414528,1997-09-01
9,-0.009286793422569528,1997-09-01
10,-0.044555922657866794,1997-09-01
1,-0.036236594292921455,1997-10-01
2,-0.029630484006094592,1997-10-01
3,0.0005859432501686194,1997-10-01
4,-0.005349542336725698,1997-10-01
5,-0.009765738543909549,1997-10-01
6,0.0073903840849950265,1997-10-01
7,0.012060290972004926,1997-10-01
8,0.0075454153805927585,1997-10-01
9,0.0037474291738006623,1997-10-01
10,0.03660318644081467,1997-10-01
1,-0.047792487979933004,1997-11-01
2,-0.010978432746050764,1997-11-01
3,-0.015968996836176752,1997-11-01
4,-0.0015426920047987144,1997-11-01
5,0.021122906615809997,1997-11-01
6,0.01822749360551716,1997-11-01
7,0.021072106207480273,1997-11-01
8,0.015001496188303489,1997-11-01
9,0.009547687325793825,1997-11-01
10,0.01634807660750888,1997-11-01
1,0.03485819663448964,1997-12-01
2,-0.010208854890494022,1997-12-01
3,0.002652556655118119,1997-12-01
4,0.003766997151407157,1997-12-01
5,-0.01093030137894526,1997-12-01
6,-0.008293899012186409,1997-12-01
7,0.013228039543730917,1997-12-01
8,0.005940874112846835,1997-12-01
9,0.009369024227216293,1997-12-01
10,0.02404355262232117,1997-12-01
1,0.01777011994222675,1998-01-01
2,0.012771568737800422,1998-01-01
3,0.021326701384584278,1998-01-01
4,0.0031391521083777474,1998-01-01
5,0.006700615302098481,1998-01-01
6,-0.0003447926976796175,1998-01-01
7,0.015892295345129488,1998-01-01
8,0.01714378414794981,1998-01-01
9,-0.003356696553394538,1998-01-01
10,0.014795713664384454,1998-01-01
1,-0.012285627508178491,1998-02-01
2,-0.004618039732531386,1998-02-01
3,0.003012797822484062,1998-02-01
4,0.014595390845507825,1998-02-01
5,0.013216873880238596,1998-02-01
6,0.017871942076283356,1998-02-01
7,0.0032869358638493787,1998-02-01
8,0.021454473438563892,1998-02-01
9,0.005112560977538192,1998-02-01
10,0.024346150040215203,1998-02-01
1,0.032763382534923925,1998-03-01
2,0.01929860962596983,1998-03-01
3,0.0015681006620741446,1998-03-01
4,0.0011093768876121242,1998-03-01
5,0.0006215612187203313,1998-03-01
6,0.020707640777268093,1998-03-01
7,0.0001970715228080133,1998-03-01
8,0.004271781781464721,1998-03-01
9,0.0011931200329039862,1998-03-01
10,0.038099790977445425,1998-03-01
1,-0.04970408090280693,1998-04-01
2,-0.000980038491990063,1998-04-01
3,-0.0024661450876692164,1998-04-01
4,0.011923292940431514,1998-04-01
5,-0.003543746154071914,1998-04-01
6,0.005478938632890719,1998-04-01
7,0.010524613987839868,1998-04-01
8,0.011555280959138345,1998-04-01
9,0.013706906125332685,1998-04-01
10,-0.00923583518291564,1998-04-01
1,-0.04817773955122671,1998-05-01
2,-0.013102748972210691,1998-05-01
3,-0.0003386386540747273,1998-05-01
4,0.001971990385305728,1998-05-01
5,-0.00510536715739325,1998-05-01
6,-0.008082548365136048,1998-05-01
7,0.012294642820345281,1998-05-01
8,0.023624618895870416,1998-05-01
9,0.033158095162945,1998-05-01
10,0.05819907280014619,1998-05-01
1,0.00022207168121966966,1998-06-01
2,-0.0034326088922125185,1998-06-01
3,-0.03207497492945442,1998-06-01
4,0.010156109316574667,1998-06-01
5,-0.027779663286105344,1998-06-01
6,0.014455367749461505,1998-06-01
7,0.0075667489321433745,1998-06-01
8,0.010417576559129239,1998-06-01
9,0.0065751582200920125,1998-06-01
10,0.023183918391360338,1998-06-01
1,-0.05309365478788332,1998-07-01
2,-0.0515449632026446,1998-07-01
3,-0.03395441442467916,1998-07-01
4,-0.009498068566475448,1998-07-01
5,-0.0023460454520069754,1998-07-01
6,0.012113323990473336,1998-07-01
7,0.020861608545988574,1998-07-01
8,0.026188155281617134,1998-07-01
9,0.025176138914532502,1998-07-01
10,0.004209253191906744,1998-07-01
1,0.009796637525313767,1998-08-01
2,0.018122389690091282,1998-08-01
3,0.010407721132858047,1998-08-01
4,-0.010282010033448972,1998-08-01
5,-0.02791459442153332,1998-08-01
6,-0.0024302398339795753,1998-08-01
7,0.023356922959928257,1998-08-01
8,-0.0036640324633223993,1998-08-01
9,0.0055058800002956996,1998-08-01
10,0.020963978520959287,1998-08-01
1,0.05517002364714002,1998-09-01
2,0.12315781934201492,1998-09-01
3,0.030847538289286592,1998-09-01
4,0.01853355695859609,1998-09-01
5,0.0320016525040763,1998-09-01
6,-0.005254315089005143,1998-09-01
7,0.027184311265791385,1998-09-01
8,0.006348773905177635,1998-09-01
9,-0.02312637211654425,1998-09-01
10,-0.0211859070722181,1998-09-01
1,0.01656995797275597,1998-10-01
2,0.0033344727711323244,1998-10-01
3,-0.00012855971170365173,1998-10-01
4,0.016302956712833126,1998-10-01
5,0.006877827834615488,1998-10-01
6,0.007947236109161954,1998-10-01
7,0.01504096911890504,1998-10-01
8,0.008738368691869329,1998-10-01
9,0.008172703960177203,1998-10-01
10,0.038298527978374415,1998-10-01
1,0.017884662171313237,1998-11-01
2,-0.027701576537867995,1998-11-01
3,0.0015517506467496252,1998-11-01
4,0.027739478283155778,1998-11-01
5,-0.0016934809143923943,1998-11-01
6,0.022599628405765373,1998-11-01
7,-0.0071788645790492114,1998-11-01
8,0.03447204511886606,1998-11-01
9,0.04397311513091929,1998-11-01
10,0.12158134558931644,1998-11-01
1,0.014816227818503008,1998-12-01
2,0.049724906342210516,1998-12-01
3,-0.005475944371862591,1998-12-01
4,0.030785554533024142,1998-12-01
5,0.01390833959500813,1998-12-01
6,0.019561424278567316,1998-12-01
7,-0.011232717215826277,1998-12-01
8,0.011546127469135541,1998-12-01
9,0.04791709876217157,1998-12-01
10,0.07029095153478365,1998-12-01
1,-0.005498549320290459,1999-01-01
2,-0.03741187077479055,1999-01-01
3,-3.2854728096432564e-06,1999-01-01
4,0.018133469118016235,1999-01-01
5,-0.006418091788535769,1999-01-01
6,0.01107014641431282,1999-01-01
7,0.008785488312811403,1999-01-01
8,0.006044698238559299,1999-01-01
9,-0.014039399774899396,1999-01-01
10,-0.04011737648366453,1999-01-01
1,0.03300365920196469,1999-02-01
2,0.04873176264520893,1999-02-01
3,-0.003643824130295834,1999-02-01
4,0.008525971088680332,1999-02-01
5,0.002182077296592999,1999-02-01
6,0.014132244159835718,1999-02-01
7,-0.016974762639751118,1999-02-01
8,0.0014768226260780007,1999-02-01
9,0.025148703628038026,1999-02-01
10,0.09353577773168542,1999-02-01
1,0.10721739829835562,1999-03-01
2,0.050063047415463816,1999-03-01
3,0.013335555130373098,1999-03-01
4,0.03635649832842323,1999-03-01
5,0.004262148774271872,1999-03-01
6,0.008871296734400022,1999-03-01
7,0.006495365314118745,1999-03-01
8,0.002164340317077794,1999-03-01
9,-0.04506286899210607,1999-03-01
10,-0.018985358687664673,1999-03-01
1,-0.002097026737556982,1999-04-01
2,0.028269554151885312,1999-04-01
3,0.021923780315999678,1999-04-01
4,0.009770382121747911,1999-04-01
5,-0.013887271778541432,1999-04-01
6,0.004718867915771865,1999-04-01
7,-0.0034366295070082423,1999-04-01
8,0.004155293482225321,1999-04-01
9,-0.01441906053358056,1999-04-01
10,-0.014872982552091914,1999-04-01
1,-0.007664334372891526,1999-05-01
2,0.006093710638675002,1999-05-01
3,0.023445571093904098,1999-05-01
4,0.010457735414696448,1999-05-01
5,0.016708889033290646,1999-05-01
6,-0.004032611211944031,1999-05-01
7,0.017437350505596853,1999-05-01
8,0.024739597012435086,1999-05-01
9,0.03904180349218784,1999-05-01
10,0.09509670761630679,1999-05-01
1,0.00787952884228727,1999-06-01
2,0.0022549758824311128,1999-06-01
3,0.0029819399597840516,1999-06-01
4,0.009524521372286123,1999-06-01
5,-0.003430569006637114,1999-06-01
6,0.01621002906086056,1999-06-01
7,-5.9016278582916506e-05,1999-06-01
8,0.014045120536934722,1999-06-01
9,0.03530915050090132,1999-06-01
10,0.011544336512285064,1999-06-01
1,-0.0025841577476475087,1999-07-01
2,-0.005760953029566112,1999-07-01
3,0.010238580680621228,1999-07-01
4,0.0009150377879570962,1999-07-01
5,0.0019489549386538633,1999-07-01
6,0.00883706704553683,1999-07-01
7,0.0067005871752990505,1999-07-01
8,0.0025715639520004865,1999-07-01
9,0.039767965770633545,1999-07-01
10,0.04214239074086739,1999-07-01
1,0.010524943421583156,1999-08-01
2,-0.016780187118198408,1999-08-01
3,-0.008785320171917146,1999-08-01
4,0.007738284649474711,1999-08-01
5,0.00427809531459459,1999-08-01
6,0.014806425638529064,1999-08-01
7,0.0179165304422338,1999-08-01
8,0.03250958602082096,1999-08-01
9,0.012080329813122185,1999-08-01
10,0.0265728624900459,1999-08-01
1,-0.041190643305611334,1999-09-01
2,-0.015608672932056308,1999-09-01
3,0.007407834611117834,1999-09-01
4,0.011590723937054223,1999-09-01
5,0.005401116142987835,1999-09-01
6,0.031239144882605294,1999-09-01
7,0.005814093669841201,1999-09-01
8,0.012852861499585927,1999-09-01
9,0.025520663220302938,1999-09-01
10,0.07613804012521512,1999-09-01
1,-0.00621793141873301,1999-10-01
2,0.02300413166798617,1999-10-01
3,0.032424019281173305,1999-10-01
4,-0.004119583663224962,1999-10-01
5,-0.0017679312354178403,1999-10-01
6,0.036162769285108545,1999-10-01
7,0.06105990861440566,1999-10-01
8,0.03377453356324502,1999-10-01
9,0.05751252664752041,1999-10-01
10,0.11188090301589833,1999-10-01
1,0.03171566573895397,1999-11-01
2,0.003668310896199675,1999-11-01
3,0.022607747523874098,1999-11-01
4,0.021625849400013483,1999-11-01
5,0.011023359903367835,1999-11-01
6,0.07911103448191444,1999-11-01
7,0.042828654525806746,1999-11-01
8,0.04846754204078678,1999-11-01
9,0.08323218625689718,1999-11-01
10,0.18756035956186407,1999-11-01
1,0.019731423196505907,1999-12-01
2,0.000130702301159899,1999-12-01
3,0.013198451808647945,1999-12-01
4,0.0026211063380708398,1999-12-01
5,0.015054542993141684,1999-12-01
6,0.007364007584989142,1999-12-01
7,0.06679519360762663,1999-12-01
8,0.02560518423079524,1999-12-01
9,0.03276725019838671,1999-12-01
10,0.13267536344764747,1999-12-01
1,-0.03252043568392787,2000-01-01
2,-0.029942861688650416,2000-01-01
3,-0.011505897745387406,2000-01-01
4,-0.002382831767906182,2000-01-01
5,0.0432282833999614,2000-01-01
6,0.03152289700925847,2000-01-01
7,0.058878614714416536,2000-01-01
8,0.09079654894963238,2000-01-01
9,0.18509597687474924,2000-01-01
10,0.3325421222882075,2000-01-01
1,0.0654870923482206,2000-02-01
2,0.033993178548827614,2000-02-01
3,0.0478612755287755,2000-02-01
4,0.02076881568456477,2000-02-01
5,0.011149911597659577,2000-02-01
6,-0.0016744736205022506,2000-02-01
7,0.003926519261864303,2000-02-01
8,-0.025389922712077496,2000-02-01
9,-0.027075710848667382,2000-02-01
10,-0.18213687980969503,2000-02-01
1,-0.004358622017136091,2000-03-01
2,0.008961960880880764,2000-03-01
3,0.01823040301363605,2000-03-01
4,0.036909814006371604,2000-03-01
5,-0.0019341084755792304,2000-03-01
6,-0.010658318539585588,2000-03-01
7,-0.015441947544668924,2000-03-01
8,-0.01842339366246853,2000-03-01
9,-0.0035824953720400817,2000-03-01
10,-0.03317778660164675,2000-03-01
1,0.026618878126399792,2000-04-01
2,0.0024921044482600547,2000-04-01
3,-0.0006615429139901613,2000-04-01
4,0.011518956552143857,2000-04-01
5,0.039632966440297804,2000-04-01
6,0.037988195232925744,2000-04-01
7,0.0018330451106286483,2000-04-01
8,-0.01764980961590804,2000-04-01
9,-0.09945068830716686,2000-04-01
10,0.004247489637416782,2000-04-01
1,-0.023052047859587362,2000-05-01
2,-0.014912368490671532,2000-05-01
3,-0.01185319372133023,2000-05-01
4,-0.010344031982248638,2000-05-01
5,-0.009181643341516334,2000-05-01
6,-0.015768325488807824,2000-05-01
7,0.024769231843276982,2000-05-01
8,0.026371902650976494,2000-05-01
9,0.10410338825456233,2000-05-01
10,0.1375399134238608,2000-05-01
1,0.0016545987499114495,2000-06-01
2,0.011647664443256801,2000-06-01
3,-0.014703653462001798,2000-06-01
4,0.0016030547639540754,2000-06-01
5,0.009836538367156656,2000-06-01
6,0.008817290139989381,2000-06-01
7,0.03420832952115069,2000-06-01
8,0.02731202391162571,2000-06-01
9,0.010469388264714871,2000-06-01
10,-0.06721485954164301,2000-06-01
1,-0.009185832618559093,2000-07-01
2,-0.009154571148506641,2000-07-01
3,0.02307122386471356,2000-07-01
4,-0.014274407491653866,2000-07-01
5,0.009933560588880749,2000-07-01
6,-0.008538030247788628,2000-07-01
7,-0.009493603588798812,2000-07-01
8,0.019147253285200987,2000-07-01
9,0.060060836144021815,2000-07-01
10,0.11419178026409962,2000-07-01
1,-0.026698080833064797,2000-08-01
2,-0.027382712240506354,2000-08-01
3,0.01694237429842353,2000-08-01
4,0.012905787485987313,2000-08-01
5,-0.008605193699051739,2000-08-01
6,0.0038342248133909807,2000-08-01
7,-0.0026909750986388184,2000-08-01
8,0.03555286513536563,2000-08-01
9,-0.020413522053234847,2000-08-01
10,-0.03872310436541737,2000-08-01
1,0.00537316447456032,2000-09-01
2,0.015397198777816173,2000-09-01
3,-0.0014581966746149155,2000-09-01
4,0.027030860186335753,2000-09-01
5,0.02137165023317932,2000-09-01
6,0.016551022107970506,2000-09-01
7,-0.0005192032081970252,2000-09-01
8,-0.014983335452677379,2000-09-01
9,-0.007451270891652446,2000-09-01
10,-0.04431219071489849,2000-09-01
1,0.01857297969048835,2000-10-01
2,0.026094204579553172,2000-10-01
3,-0.008710554802033406,2000-10-01
4,0.01239832027195969,2000-10-01
5,-0.0010650472221955922,2000-10-01
6,-0.0167146125098295,2000-10-01
7,-0.008785806184596064,2000-10-01
8,-0.04638125685490473,2000-10-01
9,-0.05133845621298361,2000-10-01
10,-0.14822475099239515,2000-10-01
1,-0.03745824338654523,2000-11-01
2,-0.021427377428790584,2000-11-01
3,0.0009518678344548932,2000-11-01
4,0.011176061863442603,2000-11-01
5,-0.007859585387074434,2000-11-01
6,0.01891058204670765,2000-11-01
